artists,albums,genre,release_date,ratings
The Chainsmokers,Memories...Do Not Open,['Electronic'],2017-04-11,4.2
GoldLink,At What Cost,['Rap'],2017-04-11,7.5
Guided by Voices,August by Cake,['Rock'],2017-04-11,7.1
Overmono,Arla II EP,['Electronic'],2017-04-11,7.4
Future Islands,The Far Field,['Rock'],2017-04-10,7.6
Joey Bada$$,All-Amerikkkan Bada$$,['Rap'],2017-04-10,6.4
Varg,Nordic Flora Series Pt. 3: Gore-Tex City,['Electronic'],2017-04-10,7.2
The Spirit of the Beehive,Pleasure Suck,['Rock'],2017-04-10,6.8
Annie Hardy,Rules,['Rock'],2017-04-10,7.3
Sade,Love Deluxe,['Pop/R&B'],2017-04-09,9.3
The New Pornographers,Whiteout Conditions,['Rock'],2017-04-08,7.2
Davy Kehoe,Short Passing Game,['Electronic'],2017-04-08,7.7
Cory Branan,Adios,['Rock'],2017-04-08,7.5
Clark,Death Peak,['Electronic'],2017-04-08,7.4
Father John Misty,Pure Comedy,['Rock'],2017-04-07,7.6
Diet Cig,Swear I’m Good at This,['Rock'],2017-04-07,5.1
White Reaper,The World's Best American Band,['Rock'],2017-04-07,8.0
Soulwax,FROM DEEWEE,['Electronic'],2017-04-07,7.0
Bob Dylan,Triplicate,['Rock'],2017-04-06,6.5
Dopplereffekt,Cellular Automata,['Electronic'],2017-04-06,7.3
Aye Nako,Silver Haze,['Rock'],2017-04-06,7.9
Joshua Abrams,Simultonality,['Experimental'],2017-04-06,8.1
Arca,Arca,['Experimental'],2017-04-05,8.5
Milk Music,Mystic 100's,['Rock'],2017-04-05,7.6
Show Me the Body,Corpus I,['Rock'],2017-04-05,6.0
Various Artist,Welcome to Paradise: Italian Dream House 1989-93 Vol 1,[],2017-04-05,8.2
Various Artist,Mono No Aware,[],2017-04-04,8.6
Wire,Silver/Lead,['Rock'],2017-04-04,7.1
Jamiroquai,Automaton,['Jazz'],2017-04-04,7.0
Daniel Brandt,Eternal Something,['Experimental'],2017-04-04,7.6
Orchestra Baobab,Tribute to Ndiouga Dieng,['Global'],2017-04-04,7.5
Mastodon,Emperor of Sand,['Metal'],2017-04-03,7.6
Julia Holter,In the Same Room,['Pop/R&B'],2017-04-03,7.6
British Sea Power,Let the Dancers Inherit the Party,['Rock'],2017-04-03,7.3
Ahmad Jamal,The Awakening,['Jazz'],2017-04-03,8.0
Liquid Liquid,Liquid Liquid EP,"['Electronic', 'Experimental', 'Rock']",2017-04-02,9.2
Rick Ross,Rather You Than Me,['Rap'],2017-04-01,6.9
Aimee Mann,Mental Illness,['Rock'],2017-04-01,7.8
Boss Hog,Brood X,['Rock'],2017-04-01,7.8
Arthur Russell,Instrumentals,['Experimental'],2017-04-01,8.4
Mike WiLL Made-It,Ransom 2,['Rap'],2017-03-31,6.9
Pile,A Hairshirt of Purpose,['Rock'],2017-03-31,7.7
Wolf Eyes,Undertow,['Experimental'],2017-03-31,7.3
Janka Nabay and the Bubu Gang,Build Music,['Global'],2017-03-31,6.9
Pharmakon,Contact,['Experimental'],2017-03-30,7.9
Sacred Paws,Strike a Match,['Rock'],2017-03-30,7.7
Goldfrapp,Silver Eye,['Pop/R&B'],2017-03-30,7.4
Yaeji,Yaeji EP,['Electronic'],2017-03-30,7.1
Freddie Gibbs,You Only Live 2wice,['Rap'],2017-03-29,7.5
Nelly Furtado,The Ride,['Pop/R&B'],2017-03-29,6.8
Starlito,Step Brothers THREE,['Rap'],2017-03-29,7.7
Ragnar Grippe,Sand,['Experimental'],2017-03-29,8.1
Kelly Lee Owens,Kelly Lee Owens,['Electronic'],2017-03-28,8.0
Paul McCartney,Flowers in the Dirt [Deluxe Edition],['Rock'],2017-03-28,7.3
Chaz Bundick Meets the Mattson 2,Starr Stuff,['Rock'],2017-03-28,6.9
Karima Walker,Hands in Our Names,['Experimental'],2017-03-28,7.4
Charli XCX,Number 1 Angel,['Pop/R&B'],2017-03-27,6.3
Diamanda Galás,At Saint Thomas the Apostle Harlem,['Experimental'],2017-03-27,7.5
Tonstartssbandht,Sorcerer,['Rock'],2017-03-27,7.7
Jacques Greene,Feel Infinite,['Electronic'],2017-03-27,7.6
Sneaks,It's a Myth,['Rock'],2017-03-27,7.3
Glenn Gould,Bach: The Goldberg Variations,['Jazz'],2017-03-26,10.0
Chilly Gonzales,Room 29,"['Pop/R&B', 'Rock']",2017-03-25,7.2
The Courtneys,II,['Rock'],2017-03-25,8.0
Octo Octa,Where Are We Going?,['Electronic'],2017-03-25,7.6
Cameron Avery,"Ripe Dreams, Pipe Dreams",['Rock'],2017-03-25,6.5
Mount Eerie,A Crow Looked At Me,['Rock'],2017-03-24,9.0
Pallbearer,Heartless,['Metal'],2017-03-24,6.0
Fucked Up,Year of the Snake,['Metal'],2017-03-24,7.4
The Fun Years,Heroes of the Second Story Walk Up,['Electronic'],2017-03-24,8.1
Craig Finn,We All Want the Same Things,['Rock'],2017-03-23,7.8
Sorority Noise,You're Not As _____ As You Think,['Rock'],2017-03-23,8.0
Porter Ray,Watercolor,['Rap'],2017-03-23,6.6
Lea Bertucci,All That Is Solid Melts Into Air,['Experimental'],2017-03-23,7.0
Drake,More Life,['Rap'],2017-03-22,7.8
Talaboman,The Night Land,['Electronic'],2017-03-22,7.6
The Bug Vs Earth,Concrete Desert,['Experimental'],2017-03-22,7.4
Giusto Pio,Motore Immobile,['Experimental'],2017-03-22,8.2
Real Estate,In Mind,['Rock'],2017-03-21,7.2
Laetitia Sadier Source Ensemble,Find Me Finding You,['Experimental'],2017-03-21,6.8
Miles Okazaki,Trickster,['Jazz'],2017-03-21,7.7
Joakim,Samurai,"['Electronic', 'Pop/R&B']",2017-03-21,7.2
The Jesus and Mary Chain,Damage and Joy,['Rock'],2017-03-20,6.7
Soundgarden,Ultramega OK,['Rock'],2017-03-20,7.3
Spiral Stairs,Doris and the Daggers,['Rock'],2017-03-20,6.4
Obituary,Obituary,['Metal'],2017-03-20,7.6
ADULT.,Detroit House Guests,['Electronic'],2017-03-20,7.9
Wailing Souls,Wailing,['Global'],2017-03-19,8.7
Depeche Mode,Spirit,"['Electronic', 'Rock']",2017-03-18,6.8
The Creation,Action Painting,['Rock'],2017-03-18,8.7
Various Artist,"Ron Trent Presents - Prescription: Word, Sound & Power",[],2017-03-18,7.4
Bonny Doon,Bonny Doon,['Rock'],2017-03-18,7.4
ANOHNI,Paradise EP,['Experimental'],2017-03-17,7.7
NE-HI,Offers,['Rock'],2017-03-17,6.9
Shobaleader One,Elektrac,['Electronic'],2017-03-17,5.7
GRID,GRID,['Experimental'],2017-03-17,7.1
Spoon,Hot Thoughts,['Rock'],2017-03-16,7.4
Your Old Droog,Packs,['Rap'],2017-03-16,7.7
Sarah Davachi,All My Circles Run,['Electronic'],2017-03-16,7.3
Daymé Arocena,Cubafonía,['Global'],2017-03-16,7.6
Hurray for the Riff Raff,The Navigator,['Rock'],2017-03-15,8.1
Drexciya,Grava 4,['Electronic'],2017-03-15,7.6
Parlor Walls,Opposites,['Rock'],2017-03-15,7.5
Jean-Michel Blais,Cascades,"['Electronic', 'Experimental']",2017-03-15,7.3
Conor Oberst,Salutations,['Rock'],2017-03-14,6.6
Laura Marling,Semper Femina,['Folk/Country'],2017-03-14,7.7
Buzzcocks,Time's Up,['Rock'],2017-03-14,8.2
Lil Durk,Love Songs for the Streets,['Rap'],2017-03-14,7.1
The Shins,Heartworms,['Rock'],2017-03-13,7.6
Midori Takada,Through the Looking Glass,"['Experimental', 'Global']",2017-03-13,8.7
Tennis,Yours Conditionally,['Rock'],2017-03-13,6.4
Children of Alice,Children of Alice,['Experimental'],2017-03-13,7.3
Elucid,Valley of Grace,['Rap'],2017-03-13,7.5
Thelonious Monk,Monk's Music,['Jazz'],2017-03-12,9.1
Fleetwood Mac,Tango in the Night: Deluxe Edition,['Rock'],2017-03-11,8.7
Roc Marciano,Rosebudd’s Revenge,['Rap'],2017-03-11,8.0
Blanck Mass,World Eater,['Electronic'],2017-03-11,8.1
José James,Love in a Time of Madness,['Jazz'],2017-03-11,7.3
Jay Som,Everybody Works,['Rock'],2017-03-10,8.6
Ed Sheeran,Divide,['Rock'],2017-03-10,2.8
Steve Lacy,Steve Lacy's Demo,['Pop/R&B'],2017-03-10,7.4
Rolling Blackouts Coastal Fever,The French Press,['Rock'],2017-03-10,8.1
John Carpenter,The Thing OST,['Experimental'],2017-03-10,7.2
The Notorious B.I.G.,Ready to Die,['Rap'],2017-03-09,10.0
The Notorious B.I.G.,Life After Death,['Rap'],2017-03-09,9.5
Puff Daddy & the Family,No Way Out,['Rap'],2017-03-09,7.8
The Notorious B.I.G.,Born Again,['Rap'],2017-03-09,6.0
Grandaddy,Last Place,['Rock'],2017-03-08,6.0
Immolation,Atonement,['Metal'],2017-03-08,7.7
Elliott Smith,Either/Or: Expanded Edition,['Rock'],2017-03-07,10.0
WHY?,Moh Lhean,['Rap'],2017-03-07,7.7
Erasmo Carlos,Erasmo Carlos E Os Tremendões,['Global'],2017-03-07,9.0
Ibibio Sound Machine,Uyai,"['Global', 'Pop/R&B']",2017-03-07,7.0
The Magnetic Fields,50 Song Memoir,['Rock'],2017-03-06,7.4
Peter Silberman,Impermanence,['Rock'],2017-03-06,6.9
DJ Seinfeld,Sunrise EP,['Electronic'],2017-03-06,6.9
Sleaford Mods,ENGLiSH TAPAS,['Rock'],2017-03-06,7.9
DMX,It’s Dark and Hell Is Hot,['Rap'],2017-03-05,9.0
Clap Your Hands Say Yeah,The Tourist,['Rock'],2017-03-04,7.5
Cameron Graves,Planetary Prince,['Jazz'],2017-03-04,7.7
Career Suicide,Machine Response,['Rock'],2017-03-04,7.5
Various Artist,"Outro Tempo: Electronic and Contemporary Music From Brazil, 1978-1992",[],2017-03-04,8.8
Future,HNDRXX,['Rap'],2017-03-03,7.8
PC Worship,Buried Wish,['Rock'],2017-03-03,7.3
Aseethe,Hopes of Failure,['Rock'],2017-03-03,6.0
Dams of the West,Youngish American,['Rock'],2017-03-03,4.6
Vagabon,Infinite Worlds,['Rock'],2017-03-02,8.5
Oddisee,The Iceberg,['Rap'],2017-03-02,7.0
Sherwood & Pinch,Man Vs. Sofa,['Electronic'],2017-03-02,6.7
Karriem Riggins,Headnod Suite,['Rap'],2017-03-02,7.3
Power Trip,Nightmare Logic,['Metal'],2017-03-01,8.4
Los Campesinos!,Sick Scenes,['Rock'],2017-03-01,7.6
Pissed Jeans,Why Love Now,['Rock'],2017-03-01,7.9
Xiu Xiu,FORGET,"['Experimental', 'Rock']",2017-03-01,6.4
Sun Kil Moon,Common as Light and Love Are Red Valleys of Blood,['Folk/Country'],2017-02-28,6.5
Stormzy,Gang Signs & Prayer,['Rap'],2017-02-28,7.6
Entrance,Book of Changes,['Rock'],2017-02-28,7.4
Six Organs of Admittance,Burning the Threshold,['Experimental'],2017-02-28,8.1
Flume,Skin Companion EP II,['Electronic'],2017-02-28,5.8
Thundercat,Drunk,"['Jazz', 'Pop/R&B']",2017-02-27,8.5
The Feelies,In Between,['Rock'],2017-02-27,8.0
Jonwayne,Rap Album Two,['Rap'],2017-02-27,7.6
Six by Seven,The Closer You Get,['Rock'],2017-02-27,8.0
Weezer,Weezer (Blue Album),['Rock'],2017-02-26,10.0
Kingdom,Tears in the Club,['Electronic'],2017-02-25,6.7
King Gizzard & The Lizard Wizard,Flying Microtonal Banana,['Rock'],2017-02-25,7.4
Grails,Chalice Hymnal,"['Metal', 'Rock']",2017-02-25,7.7
Alison Krauss,Windy City,['Folk/Country'],2017-02-25,5.9
Dirty Projectors,Dirty Projectors,['Rock'],2017-02-24,7.8
Crystal Fairy,Crystal Fairy,['Rock'],2017-02-24,7.7
Various Artist,Oz Waves: Compiled by Steele Bonus,[],2017-02-24,7.6
Wild Pink,Wild Pink,['Rock'],2017-02-24,7.3
Future,FUTURE,['Rap'],2017-02-23,7.3
Strand of Oaks,Hard Love,['Rock'],2017-02-23,6.5
Rhiannon Giddens,Freedom Highway,['Folk/Country'],2017-02-23,7.6
Tim Darcy,Saturday Night,['Rock'],2017-02-23,7.0
Jidenna,The Chief,"['Pop/R&B', 'Rap']",2017-02-22,5.8
Jens Lekman,Life Will See You Now,['Rock'],2017-02-22,8.0
Vermont,II,['Electronic'],2017-02-22,6.8
SiR,Her Too EP,['Pop/R&B'],2017-02-22,7.6
Bing & Ruth,No Home of the Mind,['Experimental'],2017-02-21,8.2
Moon Duo,Occult Architecture Vol. 1,['Rock'],2017-02-21,7.1
Call Super,Fabric 92,['Electronic'],2017-02-21,7.6
Earthen Sea,An Act of Love,['Electronic'],2017-02-21,8.1
Mozart’s Sister,Field of Love,['Rock'],2017-02-21,7.6
Visible Cloaks,Reassemblage,['Electronic'],2017-02-20,8.7
Fat Joe,Plata O Plomo,"['Rap', 'Pop/R&B']",2017-02-20,5.3
Fatima Yamaha,Araya EP,['Electronic'],2017-02-20,6.8
Amnesia Scanner,AS TRUTH,['Experimental'],2017-02-20,8.0
Neil Young,Trans,['Rock'],2017-02-19,7.8
Tinariwen,Elwan,['Global'],2017-02-18,8.2
The Necks,Unfold,['Experimental'],2017-02-18,8.0
Noveller,A Pink Sunset For No One,['Rock'],2017-02-18,6.5
Sallie Ford,Soul Sick,['Folk/Country'],2017-02-18,7.1
Animal Collective,<i>The Painters</i> EP,"['Experimental', 'Rock']",2017-02-17,6.1
King Woman,Created in the Image of Suffering,['Metal'],2017-02-17,8.2
Young Marco,Selectors,['Electronic'],2017-02-17,7.9
Meatbodies,Alice,['Rock'],2017-02-17,6.3
Paul White [ft. Danny Brown],Accelerator,['Rap'],2017-02-16,6.9
Maggie Rogers,Now That the Light Is Fading,['Pop/R&B'],2017-02-16,6.5
Craig Taborn,Daylight Ghosts,"['Experimental', 'Jazz']",2017-02-16,8.2
Lowly,Heba,['Pop/R&B'],2017-02-16,7.8
Ryan Adams,Prisoner,['Rock'],2017-02-15,6.2
Hand Habits,Wildly Idle (Humble Before the Void),['Rock'],2017-02-15,7.6
Quelle Chris,"Being You Is Great, I Wish I Could Be You More Often",['Rap'],2017-02-15,7.6
Mind Over Mirrors,Undying Color,['Experimental'],2017-02-15,6.8
Lupe Fiasco,DROGAS Light,['Rap'],2017-02-14,7.4
Various Artist,Studio One Rocksteady 2: The Soul of Young Jamaica,[],2017-02-14,8.4
The Orwells,Terrible Human Beings,['Rock'],2017-02-14,5.8
Fire-Toolz,Drip Mental,"['Electronic', 'Experimental']",2017-02-14,6.7
Ornette Coleman,Celebrate Ornette,['Jazz'],2017-02-13,8.1
The Other People Place,Lifestyles of the Laptop Café,['Electronic'],2017-02-13,8.8
Jesca Hoop,Memories Are Now,"['Folk/Country', 'Pop/R&B']",2017-02-13,7.3
Various Artist,Africa Airways Three: The Afro-Psych Excursion 1972-1984,[],2017-02-13,7.8
Jim O’Rourke,Bad Timing,['Experimental'],2017-02-12,9.1
Le Car,Auto-Reverse,['Electronic'],2017-02-11,6.8
Stef Chura,Messes,['Rock'],2017-02-11,7.2
Communions,Blue,['Rock'],2017-02-11,6.5
Differ-Ent,It's Good to Be Differ-Ent,['Electronic'],2017-02-11,6.5
Surfer Blood,Snowdonia,['Rock'],2017-02-10,6.9
Palberta,Bye Bye Berta,['Rock'],2017-02-10,7.7
Trevor de Brauw,Uptown,['Rock'],2017-02-10,7.3
Pillorian,Obsidian Arc,['Metal'],2017-02-10,6.8
Big Sean,I Decided.,['Rap'],2017-02-09,6.3
Elbow,Little Fictions,['Rock'],2017-02-09,7.1
Matt Martians,The Drum Chord Theory,['Pop/R&B'],2017-02-09,6.0
Emptyset,Borders,['Electronic'],2017-02-09,7.4
Syd,Fin,['Pop/R&B'],2017-02-08,8.1
The Menzingers,After the Party,['Rock'],2017-02-08,6.5
Teen Daze,Themes for Dying Earth,['Rock'],2017-02-08,7.5
Sinkane,Life & Livin’ It,['Electronic'],2017-02-08,7.3
Carsten Jost,Perishable Tactics,['Electronic'],2017-02-08,7.0
Various Artist,T2 Trainspotting Soundtrack,[],2017-02-07,7.5
Porcelain Raft,Microclimate,"['Electronic', 'Rock']",2017-02-07,6.7
Black Joe Lewis & the Honeybears,Backlash,['Rock'],2017-02-07,6.0
Matthew Shipp Trio,Piano Song Trio,['Experimental'],2017-02-07,7.2
RAMZi,"Phobiza ""Noite"" Vol. 2",['Electronic'],2017-02-07,7.6
Julie Byrne,Not Even Happiness,['Folk/Country'],2017-02-06,8.3
Mega Bog,Happy Together,['Experimental'],2017-02-06,7.4
Tobin Sprout,The Universe and Me,['Rock'],2017-02-06,6.7
Oso Oso,The Yunahon Mixtape,['Rock'],2017-02-06,7.8
M. Lamar,Funeral Doom Spiritual,['Experimental'],2017-02-06,7.7
Björk,Homogenic,"['Electronic', 'Pop/R&B']",2017-02-05,10.0
Various Artist,New Gen,[],2017-02-04,7.9
Mozzy,Fake Famous,['Rap'],2017-02-04,7.1
Iron Reagan,Crossover Ministry!,['Metal'],2017-02-04,6.7
Neill Von Tally,Bone Music,['Rap'],2017-02-04,7.2
Sampha,Process,['Electronic'],2017-02-03,8.6
Allison Crutchfield,Tourist in This Town,['Rock'],2017-02-03,7.8
Homeshake,Fresh Air,['Rock'],2017-02-03,7.3
K. Leimer,Land of Look Behind,['Electronic'],2017-02-03,8.2
Sleater-Kinney,Sleater-Kinney: Live in Paris,['Rock'],2017-02-02,8.3
Strawberry Switchblade,1982 4-Piece Demo,['Rock'],2017-02-02,7.0
Rose Elinor Dougall,Stellular,"['Pop/R&B', 'Rock']",2017-02-02,7.2
BANANA,Live,['Experimental'],2017-02-02,6.6
Priests,Nothing Feels Natural,['Rock'],2017-02-01,8.5
Urochromes,Night Bully EP,['Rock'],2017-02-01,7.8
Cuddle Magic,Ashes/Axis,['Rock'],2017-02-01,7.3
Age Coin,Performance,['Electronic'],2017-02-01,6.3
Migos,Culture,['Rap'],2017-01-31,8.1
Wiley,Godfather,['Rap'],2017-01-31,7.4
Various Artist,Sensate Silk,[],2017-01-31,7.8
Los Lichis,Dog,['Experimental'],2017-01-31,8.0
Landlady,The World Is a Loud Place,['Rock'],2017-01-31,7.6
Kehlani,SweetSexySavage,['Pop/R&B'],2017-01-30,7.0
CEP,Drawing the Target Around the Arrow,['Experimental'],2017-01-30,7.0
Max Richter,Three Worlds: Music From Woolf Works,['Experimental'],2017-01-30,7.4
Egyptrixx,"Pure, Beyond Reproach",['Electronic'],2017-01-30,6.7
Various Artist,Dreamy Harbor,[],2017-01-30,7.2
Pet Shop Boys,Behaviour,['Electronic'],2017-01-29,8.5
Tomorrow's People,Open Soul,['Pop/R&B'],2017-01-28,6.8
Delicate Steve,This Is Steve,['Pop/R&B'],2017-01-28,7.3
Jansport J,p h a r a o h,['Rap'],2017-01-28,7.6
Fufanu,Sports,['Rock'],2017-01-28,7.3
Ariel Pink,Myths 002 EP,['Rock'],2017-01-27,6.6
Pinegrove,Elsewhere,['Rock'],2017-01-27,7.5
P.O.S,"Chill, dummy",['Rap'],2017-01-27,7.4
Jefe,The World Is Yours,['Rap'],2017-01-27,6.9
Cloud Nothings,Life Without Sound,['Rock'],2017-01-26,7.0
Mark Eitzel,Hey Mr Ferryman,['Rock'],2017-01-26,8.1
Vitalic,Voyager,"['Electronic', 'Rock']",2017-01-26,5.4
Buscabulla,EP II,['Electronic'],2017-01-26,7.5
Ty Segall,Ty Segall,['Rock'],2017-01-25,8.0
Kodie Shane,Big Trouble Little Jupiter,['Rap'],2017-01-25,7.1
Sinai Vessel,Brokenlegged,['Rock'],2017-01-25,7.7
Cherry Glazerr,Apocalipstick,['Rock'],2017-01-25,7.4
Japandroids,Near to the Wild Heart of Life,['Rock'],2017-01-24,7.1
Matthew Dear,DJ-Kicks,"['Electronic', 'Rock']",2017-01-24,7.4
Of Montreal,Rune Husk EP,['Rock'],2017-01-24,5.4
Trouble,Year in 2016,['Rap'],2017-01-24,6.9
Richard Pinhas,Reverse,['Experimental'],2017-01-24,7.2
Trey Songz,Anticipation 3,['Pop/R&B'],2017-01-23,7.3
Kreator,Gods of Violence,['Metal'],2017-01-23,6.2
Bell Biv Devoe,Three Stripes,['Pop/R&B'],2017-01-23,5.5
PnB Rock,GTTM: Goin Thru the Motions,['Rap'],2017-01-23,6.6
Phil Ochs,I Ain’t Marching Anymore,['Folk/Country'],2017-01-22,8.5
Austra,Future Politics,"['Electronic', 'Rock']",2017-01-21,7.4
Stefflon Don,Real Ting,['Rap'],2017-01-21,6.0
Naaahhh,Themes EP,['Electronic'],2017-01-21,6.2
Shackleton,Sferic Ghost Transmits,['Electronic'],2017-01-21,8.0
Angelo Badalamenti,Twin Peaks: Fire Walk With Me OST,['Experimental'],2017-01-20,8.4
Various Artist,I Said No Doctors!,[],2017-01-20,6.2
Tornado Wallace,Lonely Planet,['Electronic'],2017-01-20,7.2
Gabriel Garzón-Montano,Jardín,['Pop/R&B'],2017-01-20,7.4
Grateful Dead,The Grateful Dead: 50th Anniversary Deluxe Edition,['Rock'],2017-01-19,6.9
Mr. Tophat,Trust Me EP,['Electronic'],2017-01-19,7.1
Bash & Pop,Anything Could Happen,['Rock'],2017-01-19,7.0
Botany,Raw Light II,['Electronic'],2017-01-19,6.9
The Flaming Lips,Oczy Mlody,['Rock'],2017-01-18,6.2
Kid Koala,Music to Draw to: Satellite,"['Electronic', 'Jazz', 'Pop/R&B']",2017-01-18,6.3
Shintaro Sakamoto,Love If Possible,['Rock'],2017-01-18,7.8
The Proper Ornaments,Foxhole,['Rock'],2017-01-18,7.4
Sheer Mag,Compilation LP,['Rock'],2017-01-17,8.3
Joan of Arc,He's Got the Whole This Land Is Your Land in His Hands,"['Metal', 'Rock']",2017-01-17,3.8
Fred Thomas,Changer,['Rock'],2017-01-17,7.1
Tim Cohen,Luck Man,['Pop/R&B'],2017-01-17,6.5
Wharfer,Scenes of the Tourist,['Folk/Country'],2017-01-17,6.7
Foxygen,Hang,['Rock'],2017-01-16,7.0
Dear Nora,Mountain Rock,['Rock'],2017-01-16,8.3
Uniform,Wake in Fright,['Rock'],2017-01-16,8.0
Half Japanese,Hear the Lions Roar,['Rock'],2017-01-16,6.9
X-Ray Spex,Germfree Adolescents,['Rock'],2017-01-15,10.0
Funkadelic,"Live - Meadowbrook, Rochester, Michigan - 12th September 1971","['Pop/R&B', 'Rock']",2017-01-14,8.0
Bonobo,Migration,"['Electronic', 'Jazz']",2017-01-14,7.3
Michael Chapman,50,['Rock'],2017-01-14,7.7
Sepultura,Machine Messiah,['Metal'],2017-01-14,6.2
William Basinski,A Shadow in Time,['Experimental'],2017-01-13,7.9
Chief Keef,Two Zero One Seven,['Rap'],2017-01-13,7.3
Tory Lanez,Chixtape 4,['Rap'],2017-01-13,4.5
Suicideyear,Brothers,['Electronic'],2017-01-13,6.8
The xx,I See You,"['Electronic', 'Pop/R&B']",2017-01-12,8.4
Flo Morrissey,"Gentlewoman, Ruby Man","['Pop/R&B', 'Rock']",2017-01-12,6.4
AFI,AFI (The Blood Album),['Rock'],2017-01-12,5.0
A Winged Victory for the Sullen,Iris OST,['Experimental'],2017-01-12,5.9
Nine Inch Nails,The Fragile (2017 Definitive Edition),['Rock'],2017-01-11,8.7
Yo Gotti,White Friday (CM9),['Rap'],2017-01-11,6.8
9T Antiope,Of Murk and Shallow Water EP,['Electronic'],2017-01-11,7.8
Black Anvil,As Was,['Metal'],2017-01-11,7.5
Various Artist,"Doing It in Lagos: Boogie, Pop & Disco in 1980s Nigeria",[],2017-01-10,8.5
Kool A.D.,The Natural,['Rap'],2017-01-10,6.7
Superfície,Hélices EP,['Electronic'],2017-01-10,7.6
Anthony Braxton,Duo (DCWM) 2013,"['Experimental', 'Jazz']",2017-01-10,7.3
T.I.,Us or Else: Letter to the System,['Rap'],2017-01-09,7.0
Chavez,Cockfighters EP,"['Experimental', 'Metal', 'Rock']",2017-01-09,7.2
Code Orange,Forever,['Metal'],2017-01-09,7.5
G Herbo,Strictly 4 My Fans,['Rap'],2017-01-09,7.5
Massive Attack,Mezzanine,['Electronic'],2017-01-08,9.3
Krallice,Prelapsarian,['Metal'],2017-01-07,7.9
Uranium Club,All of Them Naturals,['Rock'],2017-01-07,7.3
Kleenex,First Songs,['Rock'],2017-01-06,9.0
Taso,New Start,['Electronic'],2017-01-06,8.1
Various Artist,Insecure (Music From the HBO Original Series),[],2017-01-05,7.4
Little Simz,Stillness in Wonderland,['Rap'],2017-01-05,7.1
Yotam Avni,Tehillim,['Electronic'],2017-01-05,7.0
Brian Eno,Reflection,['Experimental'],2017-01-04,7.7
The Lox,Filthy America… It’s Beautiful,['Rap'],2017-01-04,5.3
Harry Bertoia,Clear Sounds/Perfetta,['Experimental'],2017-01-04,8.0
Run the Jewels,Run the Jewels 3,['Rap'],2017-01-03,8.6
Steven Warwick,Nadir,['Electronic'],2017-01-03,7.6
Yasiin Bey,December 99th,['Rap'],2017-01-02,3.5
Smoke DZA,Don't Smoke Rock,['Rap'],2017-01-02,7.4
Various Artist,Punk45: Les Punks: The French Connection (The First Wave of French Punk 1977-80),[],2017-01-02,6.6
Senyawa,Brønshøj (Puncak),['Experimental'],2017-01-02,7.4
Chance the Rapper,Merry Christmas Lil’ Mama,"['Rap', 'Pop/R&B']",2016-12-30,8.1
Jamire Williams,///// Effectual,['Experimental'],2016-12-30,7.2
The-Dream,Love You to Death,['Pop/R&B'],2016-12-29,7.0
Worm Ouroboros,What Graceless Dawn,['Metal'],2016-12-29,7.5
Nine Inch Nails,Not the Actual Events EP,['Rock'],2016-12-28,6.3
Elder Ones,Holy Science,['Experimental'],2016-12-28,7.8
The Microphones,"EARLY TAPES, 1996-1998","['Experimental', 'Rock']",2016-12-27,6.5
Ben Frost,The Wasp Factory,"['Electronic', 'Experimental']",2016-12-27,7.3
Kacey Musgraves,A Very Kacey Christmas,['Folk/Country'],2016-12-23,6.8
Jay Som,Turn Into,['Rock'],2016-12-23,8.2
Rashad Becker,Traditional Music of Notional Species Vol. II,['Electronic'],2016-12-23,6.8
Ray Charles,Swiss Radio Days Vol. 41 - Zurich 1961,['Jazz'],2016-12-22,9.0
Ab-Soul,Do What Thou Wilt.,['Rap'],2016-12-22,4.4
Pantera,The Great Southern Trendkill,['Metal'],2016-12-22,7.7
Gucci Mane,The Return of East Atlanta Santa,['Rap'],2016-12-21,7.6
Mica Levi,Jackie OST,['Experimental'],2016-12-21,7.1
Kid Cudi,"Passion, Pain & Demon Slayin’","['Rap', 'Rock']",2016-12-20,6.7
Sammus,Pieces in Space,['Rap'],2016-12-20,7.2
Hodgy,Fireplace: TheNotTheOtherSide,['Rap'],2016-12-19,5.0
Jeff Parker,Slight Freedom,['Jazz'],2016-12-19,8.0
A-Trak,In the Loop: A Decade of Remixes,"['Electronic', 'Rap']",2016-12-17,6.4
Jess Williamson,Heart Song,[],2016-12-17,7.7
Kevin Abstract,American Boyfriend: A Suburban Love Story,['Rap'],2016-12-17,6.4
ADR,Throat,[],2016-12-17,7.1
Deadmau5,W:/2016ALBUM/,['Electronic'],2016-12-16,5.9
Jessy Lanza,Oh No No No Remixes EP,['Pop/R&B'],2016-12-16,6.5
