artist,album,rating
Esme Bridie,Today It Rains,85
Mournful Congregation,The Incubus of Karma,76
Lingua Nada,Snuff,60
Lucy Railton,Paradise 94,69
Monster Magnet,Mindfucker,70
Will Haven,Muerte,70
The Maghreban,01DEAS,71
Various Artists,Isle of Dogs (Original Soundtrack),72
Ursula K. Leguin & Todd Barton,Music and Poetry of the Kesh,81
Sol Invictus,Necropolis,90
Fatima Dunn,Birds and Bones,67
Swampmeat Family Band,Too Many Things to Hide,73
Kink Gong,Dian Long: Soundscape China / Destruction of Chinese Pop,67
Baustelle,L'amore e la violenza Vol. 2,77
Tropic,No Cigar,62
Jacob Bellens,Trail of Intuition,55
Hide,Castration Anxiety,77
Tony Clifton,Love Nordic Women,52
Don Q,Don Talk,52
Brother JT,Tornado Juice,72
Wet Tuna,Livin' the Die,72
McCafferty,Yarn,67
Dialect,Loose Blooms,79
Wish,Nice Dreams,65
Nico Wussy,I Could Care Less,70
Kasbo,Places We Don't Know,60
Spanish Love Songs,Schmaltz,65
Westside Gunn & Mr. Green,FLYGOD Is Good... All The Time,72
Shuta Hasunuma & U-zhaan,2 Tone,74
Squirrel Nut Zippers,Beasts of Burgundy,75
Jenny Wilson,Exorcism,75
The Mover,Undetected Act From the Gloom Chamber,76
Takecha,Deep Soundscapes,76
Matthew Shipp,Zero,85
Your Food,Poke It With a Stick,65
Josienne Clarke & Ben Walker,Seedlings All,95
La Secte Du Futur,Wounded Princes,72
Dami Im,I Hear a Song,50
Anne Guthrie,Brass Orchids,72
Mom & Bear,Bury Your Dead,75
ATL Smook,World War Rude,61
Il Fieno,Riverberi,70
Auri,Auri,74
Various Artists,Eccentric Soul: The Saru Label,90
Maitre Gims,Ceinture Noire,29
070 Shake,Glitter,48
Various Artists,The Originators,73
Death Alley,Superbia,69
Nightmarer,Cacophony of Terror,57
Rauelsson & Erik K Skodvin,A Score for Darling,73
Hardcore Anal Hydrogen,HyperCut,56
Floral Tattoo,Approaching Bearable,71
Triangulo De Amor Bizarro,El Gatopardo,70
Demonical,Chaos Manifesto,74
Hot Mulligan,Pilot,88
Neil Young & Promise of the Real,Paradox,58
Drew McDowall & Hiro Kone,The Ghost of Georges Bataille,60
Shakarchi & Straneus,Steal Chickens From Men And The Future From God,70
Sidi Toure,Toubalbero,75
Yakamoto Kotzuga,Slowly Fading,80
You Are Wolf,KELD,83
Matthew Shipp Quartet,Sonic Fiction,85
Miles Davis & John Coltrane,The Final Tour: The Bootleg Series Vol. 6,87
Nicole Cross,Shapeshifter,0
Antlers,Beneath.Below.Behold.,0
Two Door Cinema Club,Four Words to Stand On,0
Ursula K. Leguin & Todd Barton,Musicand Poetry of the Kesh,0
Kellarissa,Ocean Electro,0
Max Wurden,Momentum,0
Setec,Atrial Flutters (or Raise Yr Hand If Yr Afraid),0
Snail's House,Sno,0
Ryan Vail,Distorted Shadows,0
KeKe,ToTu,0
Blessthefall,Hard Feelings,42
M A E S T R O,Wav God,66
The Pandoras,Hey! It's the Pandoras,70
Deep'a & Biri,Dominance,70
Wylderness,Wylderness,70
Erland Cooper,Solan Goose,75
Woolymammoth,Filling Spots,75
Kurt Elling,The Questions,80
Entourage,Ceremony of Dreams: Studio Sessions & Outtakes 1972-1977,84
Alasdair Roberts Amble Skuse & David McGuinness,What News,85
Holger Czukay,Cinema,85
ONUKA,MOZAYiKA,76
Nadine Coyle,Nadine,74
Zulu,Analogue Heart // Digital Brain,62
Arve Henriksen Nils Okland Svante Henryson Gjermund Larsen Mats Eilertsen & Audun Kleive,Composograph,80
Chief Keef,The Leek 5,0
Kaitlyn Aurelia Smith,Electronic Series Vol 1 : Abstractions,0
Another Sky,Forget Yourself,69
DJ Krush,Cosmic Yard,77
Never,Never,64
Miliyah Kato,I hate you,80
Cat Turner,Contrast,80
Memai Siren,Shinsou Kara,0
Yui Makino,Will,0
Ayaka Segawa,Sentimental,0
Masaki Suda,Play,0
Hark Madley,EP1,70
Yung Bans,Yung Bans Vol. 4,50
[?] Unity,All Is One,67
KOOL-A$$-YEEZU$,dialect,44
Steven Holland,Sanguine Hill,92
Blissard,Blissard II,31
New People,New People,72
Awon & Phoniks,The Actual Proof,72
True Love,The Pact,80
Marco Malasomma,JURA,0
White Jam,Amaoto,0
Flux Velociraptor,Velociraptor Attractor,60
Reindeer,Field Reports From The Western Lands,76
N.E.R.D.,Lemon (Drake Remix),57
Cleo,Jungle Kid,2
Krystal Klear,The Division,84
Dan Stock,Take It Too Far,76
Alejandro Mosso,Rituals,77
Memory Leaks Onto The Rug,Listening Library,63
Tiara Thomas,FWMM,70
Greyhaven,Empty Black,76
Eric Taxxon,Punk,71
GRMLN,Afraid Of . . .,0
Geographer,Alone Time,62
Ghost Dance Collective,Ghost Dance Collective,93
Mount Eerie,Now Only,84
XXXtentacion,?,43
Hot Snakes,Jericho Sirens,84
Yo La Tengo,There's a Riot Going On,74
PRhyme,PRhyme 2,71
The Decemberists,I'll Be Your Girl,67
Bishop Nehru,Elevators Act I & II,74
The Magic Gang,The Magic Gang,78
Essaie Pas,New Path,79
Dungen & Woods,Myths 003,73
Meshell Ndegeocello,Ventriloquism,78
Caroline Says,No Fool Like an Old Fool,69
Djonga,O Menino Que Queria Ser Deus,80
Stone Temple Pilots,Stone Temple Pilots,55
Fickle Friends,You Are Someone Else,70
Rich Homie Quan,Rich as in Spirit,69
Murs,A Strange Journey Into The Unimaginable,68
Black Foxxes,REIdI,88
Garden City Movement,Apollonia,70
Chuck Strangers,Consumers Park,67
Alva Noto,Unieqav,79
Snoop Dogg,Bible of Love,52
Saweetie,High Maintenance,72
Tangled Hair,We Do What We Can,78
Sango,In The Comfort Of,50
Creep Show,Mr. Dynamite,70
Earthless,Black Heaven,71
Rafael Anton Irisarri,Sirimiri,67
Will Long,Long Trax 2,70
Gundelach,Baltus,67
Lauren Auder,Who Carry's You,78
Marina Lima,Novas Familias,44
Boys Noize,Strictly Raw Vol. 2,60
Alexandra Burke,The Truth Is,40
JB Dunckel,H+,67
Nakhane,You Will Not Die,80
Various Artists,Love Simon (Original Motion Picture Soundtrack),73
Erica Eso,'129 Dreamless GMG',67
Blanck Mass,World Eater Re-Voxed,70
Freedom Baby,How You'll Grow,74
INVSN,Forever Rejected,64
Drik Barbosa,Espelho,76
Sun Ra,Of Abstract Dreams,54
NINA,Sleepwalking,75
Chaines,The King,75
Flowertruck,Mostly Sunny,69
Catch The Breeze,Glow,70
Bichkraft,800,65
Hell To Pay,Bliss,72
Biosphere,The Hilvarenbeek Recordings,75
Press Club,Late Teens,80
Rivers of Nihil,Where Owls Know My Name,90
Jouska,From Elson To Emmett,80
Rose McGowan,Planet 9,68
We Are Waves,Hold,60
Hollow Hearts,Annabelle,60
Me and My Kites,Natt O Dag,54
Hey Elbow,C0C0C0,73
Temple Yeti,Monastery,46
The Avulsions,Expanding Program,40
Trae tha Truth,Hometown Hero,68
Green Druid,Ashen Blood,58
Mythless,Patience Hell,76
Arat Kilo Mamani Keita & Mike Ladd,Visions of Selam,75
Boy Harsher,Country Girl [Extended Version],71
Sunset Rollercoaster,Cassa Nova,70
Vanessa Amara,Manos,76
Kreisky,Blitz,48
Jeremy Loops,Critical as Water,70
LE$,Texas Rattlesnake,64
Desired,Timeless,68
Ulvesang,The Hunt,75
Lokki,Cirrhi,64
Oklou,The Rite of May,67
Slaves BC,Lo and I Am Burning,70
Steve Spacek,EP3: Mov Clsr,74
Cats On Trees,Neon,70
Laura Pausini,Fatti Sentire,95
Secret State,Zero Zero One,68
Morgan Willis,Supernova,75
Odradek,Pentimento,65
Yannick Nezet-Seguin,Mass,25
Casey,Where I Go When I Am Sleeping,72
Fijimacintosh,Satellite Crash,72
Evren Besta,Babafingo,55
Veiled,Black Celestial Orbs,55
Ace A Caped Crusader,Whxte,96
Els Catarres,Tots els meus principis,65
Space Ghost,Endless Light,71
Rivers of Nihil,Where Owls Know My Name,46
Kim Wilde,Here Come The Aliens,60
Varvara,Go,70
Luke Vibert,Arcadia,78
The Crown,Cobra Speed Venom,80
Oscar Mulero,Perfect Peace,0
Curren$y,Back at Burnie's,0
Durand Jones & The Indications,Durand Jones & The Indications [Deluxe Edition],0
Poppy,Poppy.Remixes,0
La Habitacion Roja,Memoria,0
Manolo Garcia,Geometria del Rayo,0
Ten Typ Mes,Rapersampler,0
Maria Schneider & SWR Big Band,Maria Schneider & SWR Big Band,0
Felix Blume,Death in Haiti: Funeral Brass Bands & Sounds from Port Au Prince,0
Origami Girl,Lotus Flowers,60
King Witch,Under the Mountain,70
Rich Aucoin,Hold,70
Edu Passeto & Gui Tavares,Noite que Brincou de Lua,70
Various Artists,NON Worldwide Compilation Trilogy Volume 2: Part 1,74
BCUC,Emakhosini,80
Dorothy,28 Days in the Valley,80
Walt Disco,No Need For a Curtain,80
The Handsome Family,Through The Trees [20th Anniversary Edition],90
Cocteau Twins,Treasure,90
Cocteau Twins,Head Over Heels,90
Trixie Mattel,One Stone,61
Sexores,East / West,69
Serengeti,The Moon,84
Dustin Zahn & Joel Mull,Way Of The Wild,76
Sojourner,The Shadowed Road,80
Grave Upheaval,[Untitled],80
Dautha,Brethren of the Black Soil,0
Rites of Thy Degringolade,The Blade Philosophical,80
Lolina,The Smoke,90
Kadebostany,Monumental,78
Acollective,The Coming of Light,68
Kash Doll,Brat Mail (Mixtape),61
The Fin,There,0
Moka Sato,Lukewarm,0
Yumi Hara,You & Me,0
Reol,Kyoko Shu,0
NCT,NCT 2018 EMPATHY,0
tpsb,Paris CDG,0
Day6,If: Mata Aetara,0
Wale,It's Complicated,61
Electric Indigo,511593,78
Diseased Earth,Bleeding of the Light,80
Procol Harum,Still There'll Be More: An Anthology 1967-2017,80
Bezier,Parler Musique,76
The Banana Monkeys,Label Is Not 'Bad',0
Various Artists,Hunchin' All Night,73
Rose Mulet,Lost,12
Ruru,Far Out,83
Young Fathers,Cocoa Sugar,84
Logic,Bobby Tarantino II,62
Lil Yachty,Lil Boat 2,54
David Byrne,American Utopia,70
Albert Hammond Jr.,Francis Trouble,73
of Montreal,White Is Relic/Irrealis Mood,68
Editors,Violence,65
The Neighbourhood,The Neighbourhood,57
Nap Eyes,I'm Bad Now,75
Judas Priest,Firepower,75
Gengahr,Where Wildness Grows,58
Remo Drive,Pop Music,59
George FitzGerald,All That Must Be,70
Kraus,Path,67
Liza Anne,Fine But Dying,77
The Fratellis,In Your Own Sweet Time,62
Teenage Wrist,Chrome Neon Jesus,75
Nathaniel Rateliff & The Night Sweats,Tearing at the Seams,72
DJ Nigga Fox,Cranio,74
ACTORS,It Will Come to You,77
Between the Buried and Me,Automata I,72
Spector,Ex-Directory,75
Submotion Orchestra,Kites,71
Oneida,Romance,77
Three Days Grace,Outsider,56
Moose Blood,I Don't Think I Can Do This Anymore,65
Martha Ffion,Sunday Best,80
Jonny Greenwood,You Were Never Really Here,78
Ministry,AmeriKKKant,53
Air Formation,Near Miss,72
Myles Kennedy,Year of the Tiger,60
03 Greedo,The Wolf of Grape Street,70
Drowse,Cold Air,74
Jeremih,The Chocolate Box,52
Jeremy Messersmith,Late Stage Capitalism,80
Beautify Junkyards,The Invisible World of Beautify Junkyards,63
Quiet Friend,Quiet Friend,63
Gloria,Oidophon Echorama,73
Calum Scott,Only Human,76
Jimi Hendrix,Both Sides of the Sky,64
Turbowolf,The Free Life,79
Dear Rouge,Phases,80
Eric Chenaux,Slowly Paradise,80
Chevalrex,Anti Slogan,68
Conjurer,Mire,74
Shamir,Resolution,67
Datarock,Face the Brutality,70
Cloud,Plays With Fire,70
The Skull Eclipses,The Skull Eclipses,73
Whyte Horses,Empty Words,90
Peter Kernel,The Size of the Night,68
Thousand,Le tunnel vegetal,73
Painted Forest,The Best Time of Our Lives (To Run Away),68
Brett Naucke,The Mansion,75
YFN Lucci,Ray Ray From Summerhill,78
Various Artists,Gumba Fire: Bubblegum Soul & Synth-Boogie in 1980s South Africa,78
The Naked and Famous,A Still Heart,80
The Boxer Rebellion,Ghost Alive,80
Feu! Chatterton,L'Oiseleur,78
The Fjords,Ladders,41
Fanny Bloom,Liqueur,76
Arin Ray,Platinum Fire,68
Oh Mercy,Cafe Oblivion,61
Erasure,World Beyond,54
Embrace,Love Is a Basic Need,59
Scenic Route To Alaska,Tough Luck,70
August Greene,August Greene,71
Ministri,Fidatevi,60
Ikonika,The Library Album,79
RITUALZ,Doom,69
Hank Wood and the Hammerheads,Hank Wood and the Hammerheads,79
Yahyel,Human,80
Shark Toys,Labyrinths,62
Geoff Barrow & Ben Salisbury ,Annihilation (Music From The Motion Picture),64
David Kitt,Yous,70
Saint Michel,The Two of Us,59
Samantha Harvey,Please,65
Ady Suleiman,Memories,60
What So Not,Not All the Beautiful Things,60
Borusiade,A Body,78
De Leon,De Leon,78
Brad Mehldau,After Bach,80
Suicidal Tendencies,Get Your Fight On!,80
Wrongonyou,Rebirth,70
Dominique A,Toute Latitude,90
Talk Tired Thanatoid,Internet Connection,84
So Below,II,70
Kidaf,In The Air,69
Bike,Their Shamanic Majesties' Third Request,65
Siavash Amini & Matt Finney,Gospel,66
Flipp Dinero,GuaLa See GuaLa,68
Ruth Lorenzo,Loveaholic,77
Alfred Brendel,Live in Vienna,50
Swoll,Swoll,63
Prag 83,Fragments of Silence,83
Jake Miller,Silver Lining,70
Demuja,Vinum,69
Them Moose Rush,Don't Pick Your Noise,84
Krosis,Solem Vatem,80
Nightwish,Decades - An Archive Of Song,70
Twitching Tongues,Gaining Purpose Through Passionate Hatred,70
The Men That Will Not Be Blamed For Nothing,Double Negative,70
Miesha & The Spanks,Girls Girls Girls,70
Runeshard,Dreaming Spire,70
Acid Dad,Acid Dad,75
The Dean Ween Group,Deaner Rock 2,75
Tom Grennan,Lighting Matches,0
Majeure,Timespan Redux,0
Various Artists,Memphis Rent Party: The Blues Rock and Soul,0
Starkweather / Concealment,Split,0
Crooked Man,Echo Loves Narcissus,0
The Fear Ratio,Live EP,0
Banque De France,Ti Amo Diaries H,0
Robb Bank$,Molly World,0
Zombie Picnic,Rise of a New Ideology,0
Aukai,Branches Of Sun,0
Gold Casio,Sinners,30
Irit,Hello,60
Charlotte De Witte,Heart of Mine,61
President T,Stranger Returns,70
Deetron,DJ-Kicks,74
Azalia Snail,Neon Resistance,80
Drudkh,Yim chasto snit'sia kapizh (They Often See Dreams About the Spring),86
Heize,Wish & Wind,75
Space Afrika,Somewhere Decent To Live,78
Bell Witch,Demo 2011,80
D.K.,Mystery Dub,68
Zlota Jesien,w tobie nie jestem soba,50
I Valiance,I,80
Luster,Luster,0
Michael Seyer,Bad Bonez,72
Inscape,Momentary Love,70
Mika Nakashima,Kiss of Death,30
Marty Friedman,B: The Beginning - The Image Album,35
Girls Rituals,Im Desperate,75
Manatsu Nagahara,Great Hungry,75
Mamamoo,Yellow Flower,60
Brian Fresco,Love Scars,64
Fiend,International Jones: Player Chit,0
The Pats Pats,Sing and Pretty,0
Paellas,Yours,0
The Back Horn,Joukei Dorobou,0
Rokutoshichi,A Deep Well,0
Smerz,Have Fun,81
KILLY,Surrender Your Soul,69
GNOB,Electric Dream Demon,75
Kamikaze Space Programme,Void Coefficient,85
Various Artists,Physically Sick 2,76
Germany Germany,Juneau,70
Various Artists,The Bedroom Tapes: A Compilation of Minimal Wave From Around the World 1980-1991,0
Pursuit Grooves,Felt Armour,75
Pouya,FIVE FIVE,65
Trna,Earthcult,71
Dust-e-1,The Dust In The Dance,74
Attic Abasement,Dancing Is Depressing [Expanded Edition],80
Huey,Ma,0
Room306,Visit,0
Dino J . A. Deane,For Leena,0
Ben Businovski,Amalfi Outrun,80
Clown Core,Toilet,67
Felicia Atkinson,Coyotes,70
FiveHead,How To Bombproof Your Horse,80
Norwell,Forgotten Songs I,80
Various Artists,Art Of The Uncarved Block Winter Compilation 2018,80
Soccer Mommy,Clean,80
Superorganism,Superorganism,72
Lucy Dacus,Historian,81
Anna von Hausswolff,Dead Magic,74
Camp Cope,How to Socialise & Make Friends,79
Haley Heynderickx,I Need to Start a Garden,78
The Breeders,All Nerve,79
Rolo Tomassi,Time Will Die and Love Will Bury It,83
Moby,Everything Was Beautiful and Nothing Hurt,74
Gwenno,Le Kov,80
Moaning,Moaning,72
Peggy Gou,Once,80
Titus Andronicus,A Productive Cough,66
Tory Lanez,Memories Don't Die,47
Tracey Thorn,Record,76
Andrew W.K.,You're Not Alone,68
The Men,Drift,65
Suuns,Felt,69
Jonathan Wilson,Rare Birds,73
Alma,Heavy Rules Mixtape,65
Phonte,No News Is Good News,84
Park Jiha,Communion,75
Ed Schrader's Music Beat,Riddles,75
Seun Kuti & Egypt 80,Black Times,75
Slugdge,Esoteric Malacology,92
DJ Taye,Still Trippin',75
Mt. Joy,Mt. Joy,60
Lucius,NUDES,68
Tech N9ne,Planet,78
Gift Wrap,Losing Count,60
Hibou,Something Familiar,74
Gulfer,Dog Bless,74
Lost Girls,Feeling,78
Barbagallo,Danse Dans Les Ailleurs,66
Apathy,The Widow's Son,76
E Ruscha V,Who Are You,66
Helena Deland,"From the Series of Songs ""Altogether Unaccompanied"" Vol. I",75
Jackson MacIntosh,My Dark Side,70
Current Joys,A Different Age,75
In Tall Buildings,Akinetic,80
Barely Civil,We Can Live Here Forever,64
Eddy De Pretto,Cure,66
Bearcubs,Ultraviolet,60
Buffalo Tom,Quiet and Peace,70
Habibi,Cardamom Garden,72
Sue Foley,The Ice Queen,80
The Noise Figures,Telepath,79
Helena Deland,"From the Series of Songs ""Altogether Unaccompanied"" Vol. II",73
Dick Stusso,In Heaven,70
The Herbaliser,Bring Out the Sound,75
Sonny Smith,Rod for Your Love,80
Donovan Wolfington,Waves,59
Mikky Ekko,Advance Copy,68
VOWWS,Under the World,71
Cut Chemist,Die Cut,66
All We Are,Sunny Hills (Acoustic),83
Sworr.,Sworr.,85
The Undercover Dream Lovers,In Real Time,59
Delage,Loverboy Beatface,73
Secret Vaccine,Shake Well Before Use,88
Iron Reagan / Gatecreeper,Iron Reagan / Gatecreeper,55
Paddy Hanna,Frankly I Mutate,60
Sorority Noise,YNAAYT,60
Peter Zummo,Frame Loop,74
Joan Baez,Whistle Down the Wind,76
Sam Vance-Law,Homotopia,80
Ancst,Ghosts of the Timeless Void,74
The Zen Circus,Il Fuoco In Una Stanza,71
Nightmare Air,Fade Out,54
Mozzy,Spiritual Conversations,68
Prism Tats,Mamba,70
Ty,A Work of Heart,80
Richard Youngs,Belief,80
Rose Mercie,Rose Mercie,83
Chrysta Bell,Chrysta Bell,69
Naked Cameo,Of Two Minds,52
Heaven,All Love Is Blue,57
The Modern Institute,Another Exhibition at the Modern Institute,75
Shy Shy Shy,Make Up,59
Clara-Nova,The Iron Age,64
Soom T,Born Again,80
Boys Age,Romance Planet,81
Candace,New Ruins,75
DJ Boring & Stanley Schmidt,Vienna001,70
Dead Meadow,The Nothing They Need,70
David Wakeling,Almost Everything,57
Edit Select,Cyclical Undulations,69
Riko Dan,Hard Food EP,80
J.C. Satan,Centaur Desire,90
Toiret Status,toiret statue,5
Drawing Boards,Drawing Boards,80
Rubel,Casas,84
Margaret Glaspy,Born Yesterday,73
D'Arcangelo,D'Arcangelo,80
Amaya Laucirica,Rituals,100
Sleepy,Identity,86
Sixth June,Without a Sign,75
Mathias Eick,Ravensburg,63
Gontard!,Tout nait / Tout s'acheve dans un disque,75
Lostboycrow,Traveler: The Third Legend,70
Kazy Lambist,The City,65
Wild Meadows,Wild Meadows,75
Tangents,Stents + Arteries,70
808INK,When I'm About You'll Know,68
Lucy In Disguise,Unknown Frequency,90
Nessly,Wildflower,65
Spiny Normen,Spiny Normen,75
Ness Nite,Dream Girl,59
Xscap3,Here for It,71
The Last Gang,Keep Them Counting,75
Foggieraw,Fogtavious Vandross,76
Zoe Mc Pherson,String Figures,70
Chief Keef,The Leek 4,2
Nightports & Matthew Bourne,NIGHTPORTS with MATTHEW BOURNE,82
Etherwood,In Stillness,84
Mesa,Touche,70
The High Divers,Chicora,50
Barrence Whitfield & the Savages,Soul Flowers of Titan,70
J-Hope,Hope World,70
Ilsa,Corpse Fortress,72
Larry June,You're Doing Good,78
Keith Jarrett Gary Peacock Jack DeJohnette,After the Fall,80
Banque De France,Ti Amo Diaries G,0
Elijah Bank$y,Coldest Day in February Shines the Amethyst Rock,0
Sam Moss,Neon,0
Vivian Leva,Time Is Everything,0
Voidhanger,Dark Days of the Soul,0
Rodion G.A.,Rozalia,65
Whiskey Wolves of the West,Country Roots,70
Jackie DeShannon,Stone Cold Soul: The Complete Capitol Recordings,75
Iannis Xenakis,Persepolis,78
Valee,GOOD Job You Found Me,74
8ULENTINA,Eucalyptus,75
Naive Set,Naive Set,64
JACK,Alchemical Rounds,60
DJ LOSER,Crusade Melancholia,72
Gavlyn & DJ Hoppa,Headspace,87
Arad,The Glimpse,75
BRAZZAVILLE,Dream Sea,75
Sangam & Thug Widow,The Holy City is Empty,67
Sleeping Pandora,From Above,100
Arto,Fantasma,75
The Merrymakers,Up and Away,75
Red Samara Automobile Club,Golye fakty,80
Okkyung Lee,Dahl - Tah - Ghi,0
CRZKNY,GVVVV,66
The Ex,27 Passports,68
Nilufer Yanya,Do you like Pain?,69
Miles Davis & John Coltrane,The Final Tour: Copenhagen March 24 1960,90
David Bowie,Live in Berlin [1978] L.P.,65
Vakula,Metaphors,82
Geena,EP1,0
Juju & Jordash,Slack Trax Vol. 1,0
Various Artists,Directions,0
SOPHIE,Whole New World,0
Liziuz,Geschichten des Lebens,70
Appleblim,Life in a Laser,75
Roc Marciano,RR2: The Bitter Dose,80
Kilchhofer,The Book Room,77
Terekke,Improvisational Loops,76
Hampshire & Foat,The Honeybear,74
Qual,The Ultimate Climax,64
Very Friendly,Flourish,50
Diogo Picao,Cidade Saloia,70
Getter & Ghostemane,Dahlia I,69
Desgraca,Madrugada,71
Koda Kumi,AND,65
Airospace,DVLMN tape. SIDE A,71
Knelt Rote,Alterity,81
DECADES / FAILURES,Untitled No . 4,82
Marianaa,Sdds Role Lixo,60
PLOHO,Kuda Ptitsy Uletaiut Umirat',75
SPECIAL INTEREST,Spiraling,75
Glowbug,Weezing,0
Trail Of Lies,W.A.R,0
Everything Everything,A Deeper Sea,80
Jorge Elbrecht,Here Lies,78
Rafael Anton Irisarri,Midnight Colours,75
Madison Acid And TV Girl,Maddie Acid's Purple Hearts Club Band,73
Higher Brothers,Type-3,23
Lisa/Liza,Barn Coat EP,78
The Shell Corporation,FUCKED.,84
Graham Nicholas,Dial Tones and Pretty Notes,70
